record_id,pump_id,timestamp,temperature,vibration,current,rpm,pressure,well_id,pump_type,failure_date,failure_type,has_failure,temperature_ma6,temperature_rate,vibration_ma6,vibration_rate,current_ma6,current_rate,rpm_ma6,rpm_rate,pressure_ma6,pressure_rate,hour,day_of_week
9,1,2025-10-02 00:00:00,74.0,2.6,59.3,1479.0,123.2,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.43333333333332,-0.13495276653170624,2.4499999999999997,-7.142857142857134,58.88333333333333,-0.3361344537815174,1475.8333333333333,-0.06756756756756757,122.93333333333334,-0.16207455429497797,0,3
10,1,2025-10-02 03:00:00,73.8,2.7,59.1,1478.0,123.1,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.6,-0.2702702702702741,2.5500000000000003,3.8461538461538494,59.01666666666667,-0.3372681281618815,1477.0,-0.0676132521974307,123.06666666666668,-0.0811688311688381,3,3
11,1,2025-10-02 06:00:00,73.5,2.5,58.8,1476.0,122.8,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.68333333333334,-0.40650406504064657,2.5833333333333335,-7.407407407407414,59.06666666666666,-0.5076142131979767,1477.5,-0.13531799729364005,123.08333333333333,-0.2437043054427272,6,3
12,1,2025-10-02 09:00:00,73.3,2.3,58.6,1474.0,122.7,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.7,-0.2721088435374189,2.566666666666667,-8.000000000000007,59.050000000000004,-0.3401360544217614,1477.3333333333333,-0.13550135501355012,123.05000000000001,-0.0814332247556957,9,3
13,1,2025-10-02 12:00:00,73.6,2.4,58.7,1475.0,122.8,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.71666666666665,0.4092769440654805,2.5500000000000003,4.347826086956526,59.0,0.17064846416382495,1477.0,0.06784260515603799,123.0,0.08149959250203286,12,3
14,1,2025-10-02 15:00:00,74.2,2.8,59.2,1479.0,123.2,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.73333333333333,0.8152173913043594,2.55,16.666666666666664,58.95000000000001,0.8517887563884157,1476.8333333333333,0.2711864406779661,122.96666666666668,0.32573289902280594,15,3
15,1,2025-10-02 18:00:00,75.0,3.1,59.8,1483.0,123.8,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.89999999999999,1.078167115902961,2.6333333333333333,10.714285714285724,59.03333333333333,1.0135135135135038,1477.5,0.2704530087897228,123.06666666666666,0.4870129870129824,18,3
16,1,2025-10-02 21:00:00,76.2,3.6,60.5,1489.0,124.5,1,ESP-500,2025-10-04 02:00:00,Overheating,0,74.3,1.6000000000000039,2.783333333333333,16.129032258064516,59.26666666666666,1.1705685618729145,1479.3333333333333,0.4045853000674309,123.3,0.5654281098546066,21,3
33,3,2025-10-02 00:00:00,70.4,2.4,54.8,1437.0,116.4,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.95,0.14224751066857544,2.0833333333333335,4.347826086956526,54.51666666666666,0.18281535648993474,1434.1666666666667,0.06963788300835655,115.96666666666665,0.08598452278590588,0,3
34,3,2025-10-02 03:00:00,70.5,2.6,54.9,1438.0,116.5,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,70.13333333333333,0.14204545454544645,2.216666666666667,8.333333333333341,54.63333333333333,0.18248175182482013,1435.3333333333333,0.06958942240779402,116.13333333333333,0.08591065292095731,3,3
35,3,2025-10-02 06:00:00,70.8,2.7,55.1,1440.0,116.7,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,70.33333333333333,0.425531914893613,2.35,3.8461538461538494,54.76666666666666,0.36429872495446786,1436.6666666666667,0.13908205841446453,116.31666666666668,0.1716738197424917,6,3
36,3,2025-10-02 09:00:00,71.1,2.8,55.3,1442.0,116.9,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,70.53333333333333,0.423728813559318,2.4833333333333334,3.7037037037036904,54.9,0.3629764065335676,1438.0,0.1388888888888889,116.48333333333333,0.17137960582690903,9,3
37,3,2025-10-02 12:00:00,71.4,3.0,55.4,1444.0,117.0,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,70.75,0.4219409282700582,2.6333333333333333,7.1428571428571495,55.03333333333334,0.18083182640144924,1439.5,0.13869625520110956,116.63333333333334,0.08554319931564955,12,3
38,3,2025-10-02 15:00:00,71.7,3.1,55.6,1445.0,117.2,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,70.98333333333333,0.42016806722688677,2.766666666666667,3.333333333333336,55.18333333333333,0.3610108303249149,1441.0,0.06925207756232687,116.78333333333335,0.17094017094017336,15,3
39,3,2025-10-02 18:00:00,72.0,3.3,55.8,1447.0,117.4,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,71.25,0.4184100418410002,2.9166666666666665,6.451612903225798,55.35,0.35971223021581966,1442.6666666666667,0.13840830449826988,116.95,0.17064846416382495,18,3
40,3,2025-10-02 21:00:00,72.6,3.5,56.0,1449.0,117.6,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,71.60000000000001,0.8333333333333255,3.0666666666666664,6.060606060606066,55.53333333333333,0.35842293906810546,1444.5,0.138217000691085,117.13333333333333,0.17035775127767344,21,3
57,5,2025-10-02 00:00:00,73.5,4.1,58.4,1480.0,121.2,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,72.35000000000001,0.684931506849315,3.25,10.810810810810796,57.45000000000001,0.6896551724137907,1471.5,0.27100271002710025,120.5,0.24813895781637482,0,3
58,5,2025-10-02 03:00:00,74.0,4.6,58.8,1484.0,121.5,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,72.78333333333335,0.6802721088435374,3.5833333333333326,12.195121951219514,57.81666666666666,0.6849315068493127,1474.6666666666667,0.2702702702702703,120.76666666666667,0.2475247524752452,3,3
59,5,2025-10-02 06:00:00,74.6,5.2,59.2,1488.0,121.9,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,73.26666666666667,0.8108108108108031,3.983333333333333,13.043478260869579,58.20000000000001,0.680272108843547,1478.1666666666667,0.2695417789757413,121.06666666666666,0.32921810699588944,6,3
60,5,2025-10-02 09:00:00,75.3,5.9,59.7,1493.0,122.3,5,ESP-450,2025-10-04 08:00:00,Electrical fault,0,73.81666666666666,0.938337801608583,4.466666666666667,13.461538461538463,58.61666666666667,0.8445945945945945,1482.1666666666667,0.33602150537634407,121.40000000000002,0.32813781788350405,9,3
