record_id,pump_id,timestamp,temperature,vibration,current,rpm,pressure,well_id,pump_type,failure_date,failure_type,has_failure,temperature_ma6,temperature_rate,vibration_ma6,vibration_rate,current_ma6,current_rate,rpm_ma6,rpm_rate,pressure_ma6,pressure_rate,hour,day_of_week
1,1,2025-10-01 00:00:00,72.3,2.1,58.2,1470.0,122.4,1,ESP-500,2025-10-04 02:00:00,Overheating,0,72.3,0.0,2.1,0.0,58.2,0.0,1470.0,0.0,122.4,0.0,0,2
2,1,2025-10-01 03:00:00,72.6,2.0,58.4,1472.0,122.5,1,ESP-500,2025-10-04 02:00:00,Overheating,0,72.44999999999999,0.41493775933609567,2.05,-4.761904761904765,58.3,0.34364261168384147,1471.0,0.13605442176870747,122.45,0.08169934640522411,3,2
3,1,2025-10-01 06:00:00,73.1,2.2,58.6,1474.0,122.6,1,ESP-500,2025-10-04 02:00:00,Overheating,0,72.66666666666667,0.6887052341597797,2.1,10.000000000000009,58.4,0.3424657534246624,1472.0,0.1358695652173913,122.5,0.08163265306121985,6,2
4,1,2025-10-01 09:00:00,72.8,2.1,58.3,1471.0,122.3,1,ESP-500,2025-10-04 02:00:00,Overheating,0,72.69999999999999,-0.41039671682626155,2.1,-4.545454545454549,58.375,-0.5119453924914749,1471.75,-0.20352781546811397,122.45,-0.24469820554649033,9,2
5,1,2025-10-01 12:00:00,73.0,2.3,58.5,1473.0,122.7,1,ESP-500,2025-10-04 02:00:00,Overheating,0,72.75999999999999,0.27472527472527863,2.1399999999999997,9.523809523809511,58.4,0.34305317324185736,1472.0,0.13596193065941536,122.5,0.32706459525756804,12,2
6,1,2025-10-01 15:00:00,73.2,2.4,58.7,1475.0,122.9,1,ESP-500,2025-10-04 02:00:00,Overheating,0,72.83333333333333,0.27397260273972995,2.183333333333333,4.347826086956526,58.449999999999996,0.3418803418803467,1472.5,0.1357773251866938,122.56666666666666,0.16299918500407728,15,2
7,1,2025-10-01 18:00:00,73.5,2.5,59.0,1477.0,123.1,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.03333333333333,0.4098360655737666,2.25,4.1666666666666705,58.583333333333336,0.5110732538330445,1473.6666666666667,0.13559322033898305,122.68333333333334,0.1627339300244008,18,2
8,1,2025-10-01 21:00:00,74.1,2.8,59.5,1480.0,123.4,1,ESP-500,2025-10-04 02:00:00,Overheating,0,73.28333333333333,0.8163265306122371,2.3833333333333333,11.999999999999993,58.76666666666666,0.847457627118644,1475.0,0.2031144211238998,122.83333333333333,0.24370430544273874,21,2
25,3,2025-10-01 00:00:00,69.1,1.9,54.1,1430.0,115.4,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.1,0.0,1.9,0.0,54.1,0.0,1430.0,0.0,115.4,0.0,0,2
26,3,2025-10-01 03:00:00,69.3,1.8,54.3,1431.0,115.6,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.19999999999999,0.28943560057887535,1.85,-5.263157894736835,54.2,0.3696857670979588,1430.5,0.06993006993006994,115.5,0.17331022530328305,3,2
27,3,2025-10-01 06:00:00,69.5,1.7,54.4,1432.0,115.7,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.3,0.28860028860029274,1.8,-5.55555555555556,54.26666666666667,0.18416206261510393,1431.0,0.06988120195667365,115.56666666666666,0.08650519031142606,6,2
28,3,2025-10-01 09:00:00,69.4,1.8,54.2,1431.0,115.5,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.325,-0.14388489208632277,1.8,5.882352941176476,54.25,-0.3676470588235216,1431.0,-0.06983240223463687,115.55,-0.17286084701815285,9,2
29,3,2025-10-01 12:00:00,69.6,1.9,54.3,1432.0,115.6,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.38,0.2881844380403294,1.8199999999999998,5.555555555555548,54.260000000000005,0.1845018450184397,1431.2,0.06988120195667365,115.55999999999999,0.08658008658008166,12,2
30,3,2025-10-01 15:00:00,69.9,2.0,54.5,1434.0,115.9,2,Centrifugal-300,2025-10-04 06:00:00,Bearing vibration,0,69.46666666666667,0.4310344827586371,1.8499999999999999,5.263157894736848,54.300000000000004,0.36832412523020785,1431.6666666666667,0.13966480446927373,115.61666666666667,0.25951557093426586,15,2
